,Description,Label
1228,Very friendly and faithful to people. It will try to repel enemies by barking and biting.,Growlithe
1229,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Growlithe
1230,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",Growlithe
1231,"It’s both clever and loyal, but if a stranger tries to invade its territory, it barks threateningly.",Growlithe
1232,"It looks cute, but when you approach another Trainer’s Growlithe, it will bark at you and bite.",Growlithe
1233,"While it’s quite friendly toward humans once it’s grown used to them, in the wild it must be quite fierce to defend its territory from Rockruff.",Growlithe
1234,It has lived alongside humans since ages ago. Its bones have been found in excavations of ruins from the Stone Age.,Growlithe
1235,"A Pokémon with a friendly nature. However, it will bark fiercely at anything invading its territory.",Growlithe
1236,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Growlithe
1237,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.",Growlithe
1238,It is a Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.,Growlithe
1239,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",Gyarados
1240,Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times.,Gyarados
1241,"They say that during past wars, GYARADOS would appear and leave blazing ruins in its wake.",Gyarados
1242,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",Gyarados
1243,"It appears whenever there is world conflict, burning down any place it travels through.",Gyarados
1244,"When MAGIKARP evolves into GYARADOS, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this POKéMON’s wildly violent nature.",Gyarados
1245,"Once GYARADOS goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this POKéMON’s rampages lasting a whole month.",Gyarados
1246,It has an extremely aggressive nature. The HYPER BEAM it shoots from its mouth totally incinerates all targets.,Gyarados
1247,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",Gyarados
1248,"It is an extremely vicious and violent POKéMON. When humans begin to fight, it will appear and burn everything to the ground with intensely hot flames.",Gyarados
1249,"Once it appears, its rage never settles until it has razed the fields and mountains around it.",Gyarados
1250,"In ancient literature, there is a record of a GYARADOS that razed a village when violence flared.",Gyarados
1251,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",Gyarados
1252,"They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake.",Gyarados
1253,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",Gyarados
1254,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.",Gyarados
1255,"In ancient literature, there is a record of a Gyarados that razed a village when violence flared.",Gyarados
1256,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",Gyarados
1257,"When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon’s wildly violent nature.",Gyarados
1258,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",Gyarados
1259,"A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.",Gyarados
1260,There are people who swear that any place Gyarados appears is fated for destruction.,Gyarados
1261,"It fires hyper beams in all directions, burning the surrounding area to ash. There are some regions where it’s called “the deity of destruction.”",Gyarados
1262,"The energy from evolution stimulated its brain cells strongly, causing it to become very ferocious.",Gyarados
1263,Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times.,Gyarados
1264,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.,Gyarados
1265,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.",Gyarados
1266,"Once Gyarados appears, its rage never settles until the Pokémon has razed the fields and mountains around it.",Gyarados
1267,"In ancient literature, there is a record of a Gyarados that razed a village when violence flared.",Gyarados
1268,"I suspect this Pokémon to be the true identity of a dragon written of in ancient texts, which claimed that it razed an entire village with white-hot beams from its maw.",Gyarados
1269,"Because of its ability to slip through block walls, it is said to be from another dimension.",Haunter
1270,"By licking, it saps the victim’s life. It causes shaking that won’t stop until the victim’s demise.",Haunter
1271,"In total darkness, where nothing is visible, HAUNTER lurks, silently stalking its next victim.",Haunter
1272,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.",Haunter
1273,"It hides in the dark, planning to take the life of the next living thing that wanders close by.",Haunter
1274,"HAUNTER is a dangerous POKéMON. If one beckons you while floating in darkness, you must never approach it. This POKéMON will try to lick you with its tongue and steal your life away.",Haunter
1275,"If you get the feeling of being watched in darkness when nobody is around, HAUNTER is there.",Haunter
1276,"Because of its ability to slip through block walls, it is said to be from another dimension.",Haunter
1277,"If a HAUNTER beckons you while it is floating in darkness, don’t approach it. This POKéMON will try to lick you with its tongue and steal your life away.",Haunter
1278,It can slip through any obstacle. It lurks inside walls to keep an eye on its foes.,Haunter
1279,It licks with its gaseous tongue to steal the victim’s life force. It lurks in darkness for prey.,Haunter
1280,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,Haunter
1281,"In total darkness, where nothing is visible, HAUNTER lurks, silently stalking its next victim.",Haunter
1282,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.",Haunter
1283,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,Haunter
1284,"If you get the feeling of being watched in darkness when nobody is around, Haunter is there.",Haunter
1285,It licks with its gaseous tongue to steal the victim’s life force. It lurks in darkness for prey.,Haunter
1286,"Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",Haunter
1287,It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.,Haunter
1288,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.,Haunter
1289,"On moonless nights, Haunter searches for someone to curse, so it’s best not to go out walking around.",Haunter
1290,"It’s dangerous to go outside alone on nights when you’re feeling sad. Haunter will catch you, and you won’t be able to go back home.",Haunter
1291,"By licking, it saps the victim’s life. It causes shaking that won’t stop until the victim’s demise.",Haunter
